"","taxon","lfc_(Intercept)","lfc_age","lfc_sexM","lfc_bmi","se_(Intercept)","se_age","se_sexM","se_bmi","W_(Intercept)","W_age","W_sexM","W_bmi","p_(Intercept)","p_age","p_sexM","p_bmi","q_(Intercept)","q_age","q_sexM","q_bmi","diff_(Intercept)","diff_age","diff_sexM","diff_bmi"
"689","Emergencia timonensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"690","Massiliomicrobiota timonensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"691","Shuttleworthia satelles",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"692","Facklamia hominis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"693","Actinomyces hongkongensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"694","Anaerosporomusa subterranea",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"695","Acinetobacter sp. BMW17",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"696","Clostridium colicanis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"697","Pseudobutyrivibrio sp. UC1225",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"698","Blautia schinkii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"699","Atopostipes suicloacalis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"700","Hespellia stercorisuis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"701","Robinsoniella peoriensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"702","Bacteroidales bacterium K1",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"703","Bacteroidales bacterium K10",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"704","Bacteroidales bacterium H10",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"705","Streptococcus halotolerans",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"706","Actinomyces cardiffensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"707","Butyricimonas sp. Marseille-P2440",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"708","Vaginella massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"709","Erwinia billingiae",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"710","Butyricicoccus sp. K4410.MGS-46",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"711","Corynebacterium sp. EPI-003-04-2554_SCH2473622",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"712","Erysipelotrichaceae bacterium I46",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"713","Rappaport israeli",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"714","Culturomica massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"715","Mediterranea massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"716","Phocea massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"717","Varibaculum cambriense",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"718","Pseudobutyrivibrio xylanivorans",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"719","Butyrivibrio hungatei",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"720","Christensenella sp. AF73-05CM02",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"721","Orrella dioscoreae",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"722","Holdemania sp. Marseille-P2844",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"723","Prevotellamassilia timonensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"724","Varibaculum sp. Marseille-P2802",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"725","Murdochiella sp. Marseille-P2341",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"726","Ezakiella massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"727","Prevotella oryzae",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"728","Paludibacter propionicigenes",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"729","Pseudobutyrivibrio sp. JW11",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"730","Butyrivibrio sp. M55",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"731","Oribacterium sp. WCC10",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"732","Lachnospiraceae bacterium KHCPX20",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"733","Lachnospiraceae bacterium NLAE-zl-G231",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"734","Porphyromonadaceae bacterium KH3CP3RA",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"735","Porphyromonadaceae bacterium KH3R12",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"736","Macellibacteroides sp. HH-ZS",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"737","Ileibacterium valens",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"738","Massilioclostridium coli",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"739","Urmitella timonensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"740","Tidjanibacter massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"741","Mobilibacterium timonense",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"742","Angelakisella massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"743","Libanicoccus massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"744","Ndongobacter massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"745","Merdibacter massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"746","Olsenella sp. Marseille-P3197",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"747","Criibacterium bergeronii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"748","Megasphaera micronuciformis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"749","Acidaminococcus intestini",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"750","Veillonella montpellierensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"751","Pediococcus claussenii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"752","Bacteroidales bacterium 45-6",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"753","Paludibacter sp. 47-17",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"754","Fibrobacter sp. UWB12",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"755","Fibrobacter sp. UWCM",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"756","Fibrobacter sp. UWOV1",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"757","Acetobacter sp. 46_36",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"758","Acinetobacter sp. CAG:196_36_41",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"759","Akkermansia sp. 54_46",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"760","Azospirillum sp. 47_25",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"761","Bacteroides sp. 41_26",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"762","Blautia sp. CAG:37_48_57",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"763","Clostridium sp. 44_14",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"764","Clostridium sp. CAG:12237_41",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"765","Clostridium sp. CAG:245_30_32",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"766","Clostridium sp. CAG:307_30_263",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"767","Clostridium sp. CAG:62_40_43",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"768","Coprococcus sp. 43_8",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"769","Coprococcus sp. CAG:131_42_139",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"770","Dorea sp. 42_8",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"771","Eggerthella sp. 51_9",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"772","Eubacterium sp. 45_250",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"773","Faecalibacterium sp. CAG:82-related_59_9",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"774","Melainabacteria sp. 35_41",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"775","Odoribacter sp. 43_10",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"776","Oscillibacter sp. 57_20",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"777","Roseburia sp. CAG:197_41_10",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"778","Ruminococcus sp. CAG:108-related_41_35",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"779","Firmicutes bacterium CAG:137_57_8",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"780","Firmicutes bacterium CAG:176_59_8",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"781","Firmicutes bacterium CAG:272_52_7",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"782","Bacteroidales bacterium 55_9",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"783","Clostridiales bacterium 59_14",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"784","Bacteroides sp. 43_46",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"785","Prevotella marshii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"786","Prevotella micans",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"787","Candidatus Melainabacteria bacterium MEL.A1",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"788","Actinotignum urinale",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"789","Traorella massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"790","Jeotgalibaca sp. PTS2502",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"791","Candidatus Gastranaerophilales bacterium Zag_111",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"792","Candidatus Gastranaerophilales bacterium MH_37",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"793","Peptoniphilus sp. ING2-D1G",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"794","Candidatus Melainabacteria bacterium LEY3_CP_29_8",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"795","Corynebacterium atypicum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"796","Nissabacter archeti",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"797","Proteiniphilum sp. EBM-41",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"798","Tepidanaerobacter sp. EBM-49",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"799","Izhakiella sp. D4N98",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"800","Akkermansia sp. Phil8",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"801","Succinivibrio sp. Phil9",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"802","Ruminococcus sp. Phil15",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"803","Ruminococcus sp. Zagget7",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"804","Alistipes sp. Zagget8",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"805","Synergistes sp. Zagget9",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"806","Sphaerochaeta sp. Phil3",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"807","Christensenellaceae bacterium Phil1",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"808","Christensenellaceae bacterium Phil7",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"809","Christensenellaceae bacterium Phil10",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"810","Oscillospiraceae bacterium Zagget12",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"811","Methanocorpusculaceae archaeon Phil4",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"812","Mollicutes bacterium Phil14",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"813","Campylobacter coli",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"814","Streptomyces kanamyceticus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"815","Pseudomonas koreensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"816","Campylobacter concisus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"817","Campylobacter mucosalis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"818","Actinobaculum massiliense",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"819","Dickeya dadantii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"820","Rothia dentocariosa",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"821","Mobiluncus curtisii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"822","Mobiluncus mulieris",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"823","[Clostridium] bolteae",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
